id_candidato,nombre_completo_limpio,sexo_genero,partido,cargo,entidad,eleccion,educacion,nivel_educativo_estandarizado,escala_educativa,educacion_significativa
37892,Adolfo Rojo Montoya,M,3,Diputado Federal MR,25.0,25,9,NO_ESPECIFICADO,NA,NA
33662,Luis Javier de la Rocha Zazueta,M,3,Diputado Federal MR,25.0,25,4,NO_ESPECIFICADO,NA,NA
31978,Rita Olivia Burgos Villaescusa,M,3,Diputado Federal MR,26.0,26,4,NO_ESPECIFICADO,NA,NA
31842,Veronica Isabel Montoya Uriarte,M,3,Diputado Federal MR,26.0,26,9,NO_ESPECIFICADO,NA,NA
42701,Guillermo Torres Lopez,M,3,Diputado Federal MR,27.0,27,9,NO_ESPECIFICADO,NA,NA
43541,Veronica Salazar Vasquez,M,3,Diputado Federal MR,28.0,28,9,NO_ESPECIFICADO,NA,NA
37946,Sandra Corona Padilla,M,3,Diputado Federal MR,29.0,29,5,NO_ESPECIFICADO,NA,NA
31627,Rodolfo Guadalupe Quiroz Mar,M,3,Diputado Federal MR,30.0,30,4,NO_ESPECIFICADO,NA,NA
31573,Eduardo Sanchez Macias,M,3,Diputado Federal MR,30.0,30,4,NO_ESPECIFICADO,NA,NA
31450,Hugo Chahin Maluly,M,3,Diputado Federal MR,30.0,30,9,NO_ESPECIFICADO,NA,NA
31214,Maria Sol Arroniz de la Huerta,M,3,Diputado Federal MR,30.0,30,7,NO_ESPECIFICADO,NA,NA
40871,Rosa Maria Lozano Aldrete,M,3,Diputado Federal MR,32.0,32,4,NO_ESPECIFICADO,NA,NA
37184,Francisco Javier Luevano Nuñez,M,3,Diputado Federal MR,1.0,1,11,NO_ESPECIFICADO,NA,NA
77476,Juan Carlos Gomez Aranda,M,3,Diputado Federal MR,7.0,7,9,NO_ESPECIFICADO,NA,NA
32381,Claudia de los Angeles Trujillo Rincon,M,3,Diputado Federal MR,7.0,7,9,NO_ESPECIFICADO,NA,NA
32192,Araceli Garcia Rico,M,1,Diputado Federal MR,9.0,9,4,NO_ESPECIFICADO,NA,NA
36435,Karla Almanza Garcia,M,1,Diputado Federal MR,9.0,9,4,NO_ESPECIFICADO,NA,NA
51820,Ricardo Janecarlo Lozano Reynoso,M,3,Diputado Federal MR,9.0,9,9,NO_ESPECIFICADO,NA,NA
30648,Hector Hugo Hernandez Rodriguez,M,3,Diputado Federal MR,9.0,9,9,NO_ESPECIFICADO,NA,NA
38101,Leslie Staines Formoso,M,3,Diputado Federal MR,9.0,9,9,NO_ESPECIFICADO,NA,NA
30690,Abril Yannette Trujillo Vazquez,M,3,Diputado Federal MR,9.0,9,11,NO_ESPECIFICADO,NA,NA
50168,Pablo Gómez Alvarez,M,3,Diputado Federal MR,9.0,9,10,NO_ESPECIFICADO,NA,NA
53723,Martha Marcela Marcos Wong,M,3,Diputado Federal MR,5.0,5,9,NO_ESPECIFICADO,NA,NA
32122,Augusto Fernando Avalos Longoria,M,3,Diputado Federal MR,10.0,10,4,NO_ESPECIFICADO,NA,NA
33190,Ector Jaime Ramirez Barba,M,3,Diputado Federal MR,11.0,11,1,NO_ESPECIFICADO,NA,NA
39158,Azucena Salazar Pineda,M,3,Diputado Federal MR,12.0,12,4,NO_ESPECIFICADO,NA,NA
32438,Ninel Salazar Bazan,M,3,Diputado Federal MR,12.0,12,12,NO_ESPECIFICADO,NA,NA
31615,Eduardo Ron Ramos,M,3,Diputado Federal MR,14.0,14,9,NO_ESPECIFICADO,NA,NA
31633,Mario Alberto Rodriguez Carrillo,M,3,Diputado Federal MR,14.0,14,1,NO_ESPECIFICADO,NA,NA
31663,Fabiola Raquel Guadalupe Loya Hernandez,M,3,Diputado Federal MR,14.0,14,7,NO_ESPECIFICADO,NA,NA
31683,Juan Carlos Villarreal Salazar,M,3,Diputado Federal MR,14.0,14,5,NO_ESPECIFICADO,NA,NA
31698,Geraldina Isabel Herrera Vega,M,3,Diputado Federal MR,14.0,14,7,NO_ESPECIFICADO,NA,NA
56576,Rodrigo Cerda Cornejo,M,4,Diputado Federal MR,14.0,14,9,NO_ESPECIFICADO,NA,NA
31718,Kehila Abigail Ku Escalante,M,3,Diputado Federal MR,14.0,14,4,NO_ESPECIFICADO,NA,NA
31728,Adriana Gabriela Medina Ortiz,M,3,Diputado Federal MR,14.0,14,9,NO_ESPECIFICADO,NA,NA
31738,Lourdes Celenia Contreras Gonzalez,M,3,Diputado Federal MR,14.0,14,9,NO_ESPECIFICADO,NA,NA
33775,Juan Francisco Ramirez Salcido,M,3,Diputado Federal MR,14.0,14,9,NO_ESPECIFICADO,NA,NA
31786,Juan Martin Espinoza Cardenas,M,3,Diputado Federal MR,14.0,14,9,NO_ESPECIFICADO,NA,NA
32138,Monica Almeida Lopez,M,3,Diputado Federal MR,14.0,14,1,NO_ESPECIFICADO,NA,NA
31934,Ana Priscila Gonzalez Garcia,M,3,Diputado Federal MR,14.0,14,9,NO_ESPECIFICADO,NA,NA
42753,Jose Antonio Medina Vega,M,3,Diputado Federal MR,15.0,15,9,NO_ESPECIFICADO,NA,NA
37495,Maria Juana Rojas Coate,M,3,Diputado Federal MR,15.0,15,12,NO_ESPECIFICADO,NA,NA
38114,Rocio Guzman Suarez,M,3,Diputado Federal MR,15.0,15,9,NO_ESPECIFICADO,NA,NA
31980,Miriam Carranza Trinidad,M,3,Diputado Federal MR,15.0,15,9,NO_ESPECIFICADO,NA,NA
36729,Ruth Gabriela Goldschmied Guasch,M,3,Diputado Federal MR,15.0,15,2,NO_ESPECIFICADO,NA,NA
32542,Elvia Isojo Velasquez,M,3,Diputado Federal MR,15.0,15,4,NO_ESPECIFICADO,NA,NA
32216,Ruth Salinas Reyes,M,3,Diputado Federal MR,15.0,15,4,NO_ESPECIFICADO,NA,NA
32548,Manuel Antunez Alvarez,M,3,Diputado Federal MR,16.0,16,9,NO_ESPECIFICADO,NA,NA
38112,Fabiola Alejandra Pazos Arce,M,1,Diputado Federal MR,17.0,17,9,NO_ESPECIFICADO,NA,NA
38284,Arlen Virginia Meza Paz,M,1,Diputado Federal MR,17.0,17,11,NO_ESPECIFICADO,NA,NA
78578,Ana Maria Escobar Roman,M,1,Diputado Federal MR,17.0,17,12,NO_ESPECIFICADO,NA,NA
38316,Jose Juan Tovilla Marin,M,1,Diputado Federal MR,17.0,17,9,NO_ESPECIFICADO,NA,NA
37855,Ivideliza Reyes Hernandez,M,3,Diputado Federal MR,18.0,18,7,NO_ESPECIFICADO,NA,NA
33029,Carolina Maria Garza Guerra,M,1,Diputado Federal MR,19.0,19,4,NO_ESPECIFICADO,NA,NA
33180,Adoniram Rodriguez Ramirez,M,1,Diputado Federal MR,19.0,19,9,NO_ESPECIFICADO,NA,NA
33328,Agustin Carlos Basave Alanis,M,1,Diputado Federal MR,19.0,19,4,NO_ESPECIFICADO,NA,NA
33483,Haydee del Carmen Medina Herrera,M,1,Diputado Federal MR,19.0,19,9,NO_ESPECIFICADO,NA,NA
33505,Ivonne Casado Cabrero,M,1,Diputado Federal MR,19.0,19,4,NO_ESPECIFICADO,NA,NA
38631,Javier Gerardo Gutierrez Cavazos,M,1,Diputado Federal MR,19.0,19,9,NO_ESPECIFICADO,NA,NA
33563,Roberto Eduardo Adame Ochoa,M,1,Diputado Federal MR,19.0,19,9,NO_ESPECIFICADO,NA,NA
33625,Ricardo Eduardo Lavin Salazar,M,1,Diputado Federal MR,19.0,19,3,NO_ESPECIFICADO,NA,NA
33666,Maria Magnolia Vidales Gonzalez,M,1,Diputado Federal MR,19.0,19,5,NO_ESPECIFICADO,NA,NA
56651,Alejandro Eric Cruz Juarez,M,4,Diputado Federal MR,20.0,20,9,NO_ESPECIFICADO,NA,NA
38506,Norma Estela Pimentel Méndez,M,1,Diputado Federal MR,21.0,21,1,NO_ESPECIFICADO,NA,NA
32400,Esau Magallanes Alonso,M,3,Diputado Federal MR,22.0,22,9,NO_ESPECIFICADO,NA,NA
38110,Felipe Fernando Macias Olvera,M,3,Diputado Federal MR,22.0,22,9,NO_ESPECIFICADO,NA,NA
38095,Ana Paola Lopez Birlain,M,3,Diputado Federal MR,22.0,22,9,NO_ESPECIFICADO,NA,NA
33481,Miguel Ramon Martin Azueta,M,3,Diputado Federal MR,23.0,23,9,NO_ESPECIFICADO,NA,NA
33723,Juan Jose Jover Navarro,M,3,Diputado Federal MR,24.0,24,9,NO_ESPECIFICADO,NA,NA
37892,Adolfo Rojo Montoya,M,3,Diputado Federal MR,25.0,25,9,NO_ESPECIFICADO,NA,NA
33662,Luis Javier de la Rocha Zazueta,M,3,Diputado Federal MR,25.0,25,4,NO_ESPECIFICADO,NA,NA
31978,Rita Olivia Burgos Villaescusa,M,3,Diputado Federal MR,26.0,26,4,NO_ESPECIFICADO,NA,NA
31842,Veronica Isabel Montoya Uriarte,M,3,Diputado Federal MR,26.0,26,9,NO_ESPECIFICADO,NA,NA
42701,Guillermo Torres Lopez,M,3,Diputado Federal MR,27.0,27,9,NO_ESPECIFICADO,NA,NA
43541,Veronica Salazar Vasquez,M,3,Diputado Federal MR,28.0,28,9,NO_ESPECIFICADO,NA,NA
37946,Sandra Corona Padilla,M,3,Diputado Federal MR,29.0,29,5,NO_ESPECIFICADO,NA,NA
31627,Rodolfo Guadalupe Quiroz Mar,M,3,Diputado Federal MR,30.0,30,4,NO_ESPECIFICADO,NA,NA
31573,Eduardo Sanchez Macias,M,3,Diputado Federal MR,30.0,30,4,NO_ESPECIFICADO,NA,NA
31450,Hugo Chahin Maluly,M,3,Diputado Federal MR,30.0,30,9,NO_ESPECIFICADO,NA,NA
31214,Maria Sol Arroniz de la Huerta,M,3,Diputado Federal MR,30.0,30,7,NO_ESPECIFICADO,NA,NA
40871,Rosa Maria Lozano Aldrete,M,3,Diputado Federal MR,32.0,32,4,NO_ESPECIFICADO,NA,NA
39313,Maria Elena Orantes Lopez,M,3,Senador MR,7.0,7,4,NO_ESPECIFICADO,NA,NA
32892,Gustavo Enrique Madero Muñoz,M,3,Senador MR,8.0,8,5,NO_ESPECIFICADO,NA,NA
32402,Jose Encarnacion Alfaro Cazares,M,1,Senador MR,9.0,9,5,NO_ESPECIFICADO,NA,NA
31103,Emilio Alvarez Icaza Longoria,M,3,Senador MR,9.0,9,2,NO_ESPECIFICADO,NA,NA
33292,Alejandra Noemi Reynoso Sanchez,M,3,Senador MR,11.0,11,9,NO_ESPECIFICADO,NA,NA
30275,Nuvia Magdalena Mayorga Delgado,M,3,Senador MR,13.0,13,9,NO_ESPECIFICADO,NA,NA
36042,Alejandro Gonzalez Murillo,M,3,Senador MR,13.0,13,9,NO_ESPECIFICADO,NA,NA
33170,Veronica Delgadillo Garcia,M,3,Senador MR,14.0,14,6,NO_ESPECIFICADO,NA,NA
33322,Maria Fernanda Rivera Sanchez,M,3,Senador MR,15.0,15,9,NO_ESPECIFICADO,NA,NA
33235,Cesar Octavio Camacho Quiroz,M,3,Senador MR,15.0,15,1,NO_ESPECIFICADO,NA,NA
38340,Jessica Maria Guadalupe Ortega de la Cruz,M,1,Senador MR,17.0,17,4,NO_ESPECIFICADO,NA,NA
38328,Jose Alvarez Icaza Longoria,M,1,Senador MR,17.0,17,9,NO_ESPECIFICADO,NA,NA
32488,Lucia Virginia Meza Guzman,M,3,Senador MR,17.0,17,9,NO_ESPECIFICADO,NA,NA
39697,Samuel Alejandro Garcia Sepulveda,M,1,Senador MR,19.0,19,2,NO_ESPECIFICADO,NA,NA
39687,Indira Kempis Martinez,M,1,Senador MR,19.0,19,5,NO_ESPECIFICADO,NA,NA
36854,Mauricio Kuri Gonzalez,M,3,Senador MR,22.0,22,9,NO_ESPECIFICADO,NA,NA
33416,Hector Melesio Cuen Ojeda,M,3,Senador MR,25.0,25,4,NO_ESPECIFICADO,NA,NA
33709,Maria Elena Figueroa Smith,M,3,Senador MR,28.0,28,4,NO_ESPECIFICADO,NA,NA
37485,Yazmin de los Angeles Copete Zapot,M,3,Senador MR,30.0,30,6,NO_ESPECIFICADO,NA,NA
33340,Ana Rosa Payan Cervera,M,3,Senador MR,31.0,31,9,NO_ESPECIFICADO,NA,NA
43878,Dante Alfonso Delgado Rannauro,M,1,Senador RP,30.0,0,9,NO_ESPECIFICADO,NA,NA
48511,Maria Elena Orantes Lopez,M,1,Senador RP,7.0,0,4,NO_ESPECIFICADO,NA,NA
53686,Jesus Cuauhtemoc Velasco Oliva,M,1,Senador RP,9.0,0,7,NO_ESPECIFICADO,NA,NA
43942,Magaly Fregoso Ortiz,M,1,Senador RP,14.0,0,4,NO_ESPECIFICADO,NA,NA
45272,Jose Francisco Melo Velazquez,M,1,Senador RP,20.0,0,9,NO_ESPECIFICADO,NA,NA
45463,Maria Elena Abaroa Lopez,M,1,Senador RP,6.0,0,17,NO_ESPECIFICADO,NA,NA
43930,Irma Beatriz Macias Camacho,M,1,Senador RP,30.0,0,9,NO_ESPECIFICADO,NA,NA
43926,Miguel Ernesto Negrete de Alba,M,1,Senador RP,14.0,0,9,NO_ESPECIFICADO,NA,NA
43892,Lilyana Barajas Rivas,M,1,Senador RP,9.0,0,7,NO_ESPECIFICADO,NA,NA
43909,Rebeca Romero Berruecos,M,1,Senador RP,29.0,0,9,NO_ESPECIFICADO,NA,NA
43988,Marcos Caballero Muñoz,M,1,Senador RP,29.0,0,12,NO_ESPECIFICADO,NA,NA
43915,Dora Yajaira Duran Gomez,M,1,Senador RP,5.0,0,12,NO_ESPECIFICADO,NA,NA
53743,Pedro Antonio Carbajal Teran,M,1,Senador RP,9.0,0,9,NO_ESPECIFICADO,NA,NA
53875,Angelica Rosalia Cardenas Silva,M,1,Senador RP,25.0,0,9,NO_ESPECIFICADO,NA,NA
53958,Edmond Assad Bojalil Zacarias,M,1,Senador RP,21.0,0,9,NO_ESPECIFICADO,NA,NA
53964,Blanca Elizabeth Parra Perea,M,1,Senador RP,8.0,0,11,NO_ESPECIFICADO,NA,NA
53978,Javier Garcia Cordova,M,1,Senador RP,8.0,0,9,NO_ESPECIFICADO,NA,NA
53988,Irma Yolanda Lopez Velazquez,M,1,Senador RP,9.0,0,9,NO_ESPECIFICADO,NA,NA
54004,Fernando de Jesus Barajas Doctor,M,1,Senador RP,11.0,0,10,NO_ESPECIFICADO,NA,NA
53942,Isis Stephanie Hernandez Reyes,M,1,Senador RP,9.0,0,9,NO_ESPECIFICADO,NA,NA
54024,Jorge Alberto Angulo Garcia,M,1,Senador RP,4.0,0,9,NO_ESPECIFICADO,NA,NA
43905,Irma Wendolin Estrada Alfaro,M,1,Senador RP,22.0,0,9,NO_ESPECIFICADO,NA,NA
43900,Bertha Alicia Sanchez Lara,M,1,Senador RP,2.0,0,4,NO_ESPECIFICADO,NA,NA
40654,Jorge Alcibiades Garcia Lara,M,1,Diputado Federal RP,2.0,0,9,NO_ESPECIFICADO,NA,NA
40639,Maria Libier Gonzalez Anaya,M,1,Diputado Federal RP,14.0,0,9,NO_ESPECIFICADO,NA,NA
40719,Jorge Eugenio Russo Salido,M,1,Diputado Federal RP,26.0,0,9,NO_ESPECIFICADO,NA,NA
47993,Abigail Rizo de la Torre,M,1,Diputado Federal RP,14.0,0,9,NO_ESPECIFICADO,NA,NA
54915,Luisa Yessica de Lamadrid Tellez,M,1,Diputado Federal RP,8.0,0,4,NO_ESPECIFICADO,NA,NA
40801,Raul Arturo Ramirez Ramirez,M,1,Diputado Federal RP,26.0,0,2,NO_ESPECIFICADO,NA,NA
54921,Monica Nayeli Arcadia Delgado,M,1,Diputado Federal RP,18.0,0,9,NO_ESPECIFICADO,NA,NA
54957,Hamlet Garcia Almaguer,M,1,Diputado Federal RP,14.0,0,4,NO_ESPECIFICADO,NA,NA
54923,Marina Manuela Calderon Guillen,M,1,Diputado Federal RP,2.0,0,9,NO_ESPECIFICADO,NA,NA
54925,Celsa Ximena Aceves Sanchez,M,1,Diputado Federal RP,25.0,0,9,NO_ESPECIFICADO,NA,NA
54979,Christian Alfonso Arroyo Gonzalez,M,1,Diputado Federal RP,18.0,0,9,NO_ESPECIFICADO,NA,NA
54927,Susana Olivia Reyes Olivares,M,1,Diputado Federal RP,15.0,0,12,NO_ESPECIFICADO,NA,NA
54933,Juan Diego Martin Garcia,M,1,Diputado Federal RP,14.0,0,12,NO_ESPECIFICADO,NA,NA
54997,Bertha Lucia Encinas Gonzalez,M,1,Diputado Federal RP,26.0,0,9,NO_ESPECIFICADO,NA,NA
40393,Javier Alejandro Gomez Vidal,M,1,Diputado Federal RP,8.0,0,9,NO_ESPECIFICADO,NA,NA
48210,Maria del Pilar Lozano Mac Donald,M,1,Diputado Federal RP,9.0,0,6,NO_ESPECIFICADO,NA,NA
44407,Agustin Carlos Basave Alanis,M,1,Diputado Federal RP,19.0,0,4,NO_ESPECIFICADO,NA,NA
54798,Monica Davila Gomez,M,1,Diputado Federal RP,28.0,0,12,NO_ESPECIFICADO,NA,NA
43890,J Guadalupe Gomez de Lara,M,1,Diputado Federal RP,32.0,0,9,NO_ESPECIFICADO,NA,NA
43230,Alicia Sofia Ganem Rivas,M,1,Diputado Federal RP,5.0,0,9,NO_ESPECIFICADO,NA,NA
43835,Roberto Eduardo Adame Ochoa,M,1,Diputado Federal RP,19.0,0,9,NO_ESPECIFICADO,NA,NA
54685,Jeanett Hervert Goytortua,M,1,Diputado Federal RP,24.0,0,9,NO_ESPECIFICADO,NA,NA
53804,Andres Treviño Luna,M,1,Diputado Federal RP,11.0,0,9,NO_ESPECIFICADO,NA,NA
53806,Patricia Garcia Esparza,M,1,Diputado Federal RP,1.0,0,9,NO_ESPECIFICADO,NA,NA
43253,Javier Morales Garcia,M,1,Diputado Federal RP,22.0,0,9,NO_ESPECIFICADO,NA,NA
41132,Carolina Maria Garza Guerra,M,1,Diputado Federal RP,19.0,0,4,NO_ESPECIFICADO,NA,NA
44014,Victor Hugo Ortiz Trejo,M,1,Diputado Federal RP,9.0,0,9,NO_ESPECIFICADO,NA,NA
41104,Haydee del Carmen Medina Herrera,M,1,Diputado Federal RP,19.0,0,9,NO_ESPECIFICADO,NA,NA
48164,Fanny Viviana Frausto Davila,M,1,Diputado Federal RP,11.0,0,9,NO_ESPECIFICADO,NA,NA
54020,Alma Rosa Ortiz Gonzalez,M,1,Diputado Federal RP,32.0,0,8,NO_ESPECIFICADO,NA,NA
56008,Jose Gerardo Elizarraras Vasquez,M,1,Diputado Federal RP,11.0,0,11,NO_ESPECIFICADO,NA,NA
41194,Jose de Jesus Garnica Landin,M,1,Diputado Federal RP,11.0,0,9,NO_ESPECIFICADO,NA,NA
43185,Saireth Carolina Perez Gonzalez,M,1,Diputado Federal RP,22.0,0,9,NO_ESPECIFICADO,NA,NA
43735,Hector Manuel Vargas Zavala,M,1,Diputado Federal RP,11.0,0,10,NO_ESPECIFICADO,NA,NA
46024,Dulce Maria Sauri Riancho,M,1,Diputado Federal RP,31.0,0,1,NO_ESPECIFICADO,NA,NA
40882,Jose Antonio Pablo de la Vega Asmitia,M,1,Diputado Federal RP,27.0,0,9,NO_ESPECIFICADO,NA,NA
43237,Silem Garcia Peña,M,1,Diputado Federal RP,30.0,0,4,NO_ESPECIFICADO,NA,NA
48860,Claudia de los Angeles Trujillo Rincon,M,1,Diputado Federal RP,7.0,0,9,NO_ESPECIFICADO,NA,NA
48531,Guillermo Torres Lopez,M,1,Diputado Federal RP,27.0,0,9,NO_ESPECIFICADO,NA,NA
48555,Luis Bernardo Thomas Gutu,M,1,Diputado Federal RP,7.0,0,10,NO_ESPECIFICADO,NA,NA
78713,Rocio del Carmen Priego Mondragon,M,1,Diputado Federal RP,27.0,0,4,NO_ESPECIFICADO,NA,NA
38676,Alfredo Carretero Tejeda,M,1,Diputado Federal RP,21.0,0,9,NO_ESPECIFICADO,NA,NA
78712,Leslie Patricia Gutierrez Calvo,M,1,Diputado Federal RP,7.0,0,11,NO_ESPECIFICADO,NA,NA
44816,Pedro Estrada Cordova,M,1,Diputado Federal RP,4.0,0,9,NO_ESPECIFICADO,NA,NA
43187,Xochitl Guadalupe Jimenez Zavaleta,M,1,Diputado Federal RP,30.0,0,9,NO_ESPECIFICADO,NA,NA
44966,Alfieri Vildosola Silva,M,1,Diputado Federal RP,30.0,0,9,NO_ESPECIFICADO,NA,NA
43171,Daniel Isai Bautista Reinhardt,M,1,Diputado Federal RP,23.0,0,9,NO_ESPECIFICADO,NA,NA
43061,Marcia Euridice Caceres Gonzalez,M,1,Diputado Federal RP,30.0,0,10,NO_ESPECIFICADO,NA,NA
43136,Fernando Winzig Leon,M,1,Diputado Federal RP,27.0,0,10,NO_ESPECIFICADO,NA,NA
43112,Carolina Dueñas Cortazar,M,1,Diputado Federal RP,30.0,0,9,NO_ESPECIFICADO,NA,NA
43194,Cuauhtemoc Arguello Palomo,M,1,Diputado Federal RP,27.0,0,4,NO_ESPECIFICADO,NA,NA
